digest,producer,creator,producer_folder,class,pre_path,post_path
"M3UMH7U2AYMM6ZLJQSJII5NKQYFUTUFO","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/M3UMH7U2AYMM6ZLJQSJII5NKQYFUTUFO_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/M3UMH7U2AYMM6ZLJQSJII5NKQYFUTUFO_post.pdf"
"HXOV2RQJRHU5PDC4PRLJJLU2RT4PSSLV","Acrobat PDFWriter 4.05 for Windows","Microsoft PowerPoint","Acrobat PDFWriter 4.05 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.05 for Windows/HXOV2RQJRHU5PDC4PRLJJLU2RT4PSSLV_pre.pdf","output/by_producer/Acrobat PDFWriter 4.05 for Windows/HXOV2RQJRHU5PDC4PRLJJLU2RT4PSSLV_post.pdf"
"DJB3ZGUGJANSX3J2RPJJU6L4OPGKC2NK","Acrobat Distiller Daemon 1.0 for Solaris 1.1/2.3 (SPARC)","-","Acrobat Distiller Daemon 1.0 for Solaris 1.1_2.3 (SPARC)","Acrobat_Distiller","output/by_producer/Acrobat Distiller Daemon 1.0 for Solaris 1.1_2.3 (SPARC)/DJB3ZGUGJANSX3J2RPJJU6L4OPGKC2NK_pre.pdf","output/by_producer/Acrobat Distiller Daemon 1.0 for Solaris 1.1_2.3 (SPARC)/DJB3ZGUGJANSX3J2RPJJU6L4OPGKC2NK_post.pdf"
"MEA47HKC5QL3UF6KNGIXCXA62NTGCUTI","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/MEA47HKC5QL3UF6KNGIXCXA62NTGCUTI_pre.pdf","output/by_producer/Microsoft® Office Word 2007/MEA47HKC5QL3UF6KNGIXCXA62NTGCUTI_post.pdf"
"7GB7EXTYK2SHE3R3CBCOYKLOQT4CMEAF","Acrobat Distiller 6.0 (Windows)","Acrobat PDFMaker 6.0 for Word","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/7GB7EXTYK2SHE3R3CBCOYKLOQT4CMEAF_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/7GB7EXTYK2SHE3R3CBCOYKLOQT4CMEAF_post.pdf"
"BUOCBC3OD52VNUONIT3IABQGK3JDIXB4","Acrobat Distiller 8.1.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/BUOCBC3OD52VNUONIT3IABQGK3JDIXB4_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/BUOCBC3OD52VNUONIT3IABQGK3JDIXB4_post.pdf"
"KDLB3IO7SCHXPEJZJYXLBWTX2MTEUOS6","iText1.3.1 by lowagie.com (based on itext-paulo-154)","JasperReports (Profile_Detail)","iText1.3.1 by lowagie.com (based on itext-paulo-154)","iText","output/by_producer/iText1.3.1 by lowagie.com (based on itext-paulo-154)/KDLB3IO7SCHXPEJZJYXLBWTX2MTEUOS6_pre.pdf","output/by_producer/iText1.3.1 by lowagie.com (based on itext-paulo-154)/KDLB3IO7SCHXPEJZJYXLBWTX2MTEUOS6_post.pdf"
"G5C3CM7DIONQOEWTYFPP3UJEWODLVHPN","Adobe PDF Library 11.0","Acrobat PDFMaker 11 for Word","Adobe PDF Library 11.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 11.0/G5C3CM7DIONQOEWTYFPP3UJEWODLVHPN_pre.pdf","output/by_producer/Adobe PDF Library 11.0/G5C3CM7DIONQOEWTYFPP3UJEWODLVHPN_post.pdf"
"U4KYMMKKOPMN5E4H4J3X3L3KQ5HUY7GF","Acrobat Distiller 10.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 10.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 10.0.0 (Windows)/U4KYMMKKOPMN5E4H4J3X3L3KQ5HUY7GF_pre.pdf","output/by_producer/Acrobat Distiller 10.0.0 (Windows)/U4KYMMKKOPMN5E4H4J3X3L3KQ5HUY7GF_post.pdf"
"IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP_post.pdf"
"MM5SPPOP2IPOL6OON3JH2H3MDCHIYPJ3","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/MM5SPPOP2IPOL6OON3JH2H3MDCHIYPJ3_pre.pdf","output/by_producer/Unknown producer/MM5SPPOP2IPOL6OON3JH2H3MDCHIYPJ3_post.pdf"
"BKDEEPDFQCNSHDSJKAW6JR2BO27KEZ3Q","Acrobat Distiller 9.0.0 (Windows)","Acrobat PDFMaker 9.0 for Publisher","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/BKDEEPDFQCNSHDSJKAW6JR2BO27KEZ3Q_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/BKDEEPDFQCNSHDSJKAW6JR2BO27KEZ3Q_post.pdf"
"H3YJPSWC5CGCS3UTEG67HNN7OKMXDA3I","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/H3YJPSWC5CGCS3UTEG67HNN7OKMXDA3I_pre.pdf","output/by_producer/Unknown producer/H3YJPSWC5CGCS3UTEG67HNN7OKMXDA3I_post.pdf"
"MG64TNXHW4FTW3UTMAX6PXK5AZ5MMO5X","Unknown producer","R and OS php pdf writer, http://www.ros.co.nz","Unknown producer","Unknown","output/by_producer/Unknown producer/MG64TNXHW4FTW3UTMAX6PXK5AZ5MMO5X_pre.pdf","output/by_producer/Unknown producer/MG64TNXHW4FTW3UTMAX6PXK5AZ5MMO5X_post.pdf"
"UFTWPHWPAMA7G4B6F5SMUFNA3HU6H5UW","Acrobat PDFWriter 4.0 for Windows","Corel Office Document","Acrobat PDFWriter 4.0 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.0 for Windows/UFTWPHWPAMA7G4B6F5SMUFNA3HU6H5UW_pre.pdf","output/by_producer/Acrobat PDFWriter 4.0 for Windows/UFTWPHWPAMA7G4B6F5SMUFNA3HU6H5UW_post.pdf"
"2XJLJAFHRTLAIWFDDAVMV2U4QJMISM4P","Acrobat Distiller 8.2.3 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 8.2.3 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.2.3 (Windows)/2XJLJAFHRTLAIWFDDAVMV2U4QJMISM4P_pre.pdf","output/by_producer/Acrobat Distiller 8.2.3 (Windows)/2XJLJAFHRTLAIWFDDAVMV2U4QJMISM4P_post.pdf"
"MFNO2BYJHXTRPUIULKNEVUF2VD5XMVY3","Acrobat Distiller 7.0.5 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/MFNO2BYJHXTRPUIULKNEVUF2VD5XMVY3_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/MFNO2BYJHXTRPUIULKNEVUF2VD5XMVY3_post.pdf"
"Q2ZW5DLO3XURCC6GCJMZY6LZZQUDI4ON","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/Q2ZW5DLO3XURCC6GCJMZY6LZZQUDI4ON_pre.pdf","output/by_producer/Microsoft® Office Word 2007/Q2ZW5DLO3XURCC6GCJMZY6LZZQUDI4ON_post.pdf"
"MM3LE7UZACMNXBDXA5FM6MTGBLZG7N4W","Adobe PDF Library 9.0","Adobe InDesign CS4 (6.0)","Adobe PDF Library 9.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 9.0/MM3LE7UZACMNXBDXA5FM6MTGBLZG7N4W_pre.pdf","output/by_producer/Adobe PDF Library 9.0/MM3LE7UZACMNXBDXA5FM6MTGBLZG7N4W_post.pdf"
"MATLAIUSZNV6ECCAMZDMMLBOVYOJ7LEX","Adobe PDF Library 8.0","Adobe InDesign CS3 (5.0.4)","Adobe PDF Library 8.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 8.0/MATLAIUSZNV6ECCAMZDMMLBOVYOJ7LEX_pre.pdf","output/by_producer/Adobe PDF Library 8.0/MATLAIUSZNV6ECCAMZDMMLBOVYOJ7LEX_post.pdf"
"VY63NSKASK2Y4IRQZDCRO3KL3N7QSD7K","Unknown producer","HP 9100C Digital Sender","Unknown producer","Unknown","output/by_producer/Unknown producer/VY63NSKASK2Y4IRQZDCRO3KL3N7QSD7K_pre.pdf","output/by_producer/Unknown producer/VY63NSKASK2Y4IRQZDCRO3KL3N7QSD7K_post.pdf"
"WYWTCAZW66OVYSAZRNXYZ3S5H5TUAC3U","GPL Ghostscript 8.54","-","GPL Ghostscript 8.54","Ghostscript","output/by_producer/GPL Ghostscript 8.54/WYWTCAZW66OVYSAZRNXYZ3S5H5TUAC3U_pre.pdf","output/by_producer/GPL Ghostscript 8.54/WYWTCAZW66OVYSAZRNXYZ3S5H5TUAC3U_post.pdf"
"3I3G2ZKLILXKCZTX77LVBWNF5IR2ZM7E","Adobe Acrobat 7.0 Paper Capture Plug-in","Adobe Acrobat 7.0","Adobe Acrobat 7.0 Paper Capture Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 7.0 Paper Capture Plug-in/3I3G2ZKLILXKCZTX77LVBWNF5IR2ZM7E_pre.pdf","output/by_producer/Adobe Acrobat 7.0 Paper Capture Plug-in/3I3G2ZKLILXKCZTX77LVBWNF5IR2ZM7E_post.pdf"
"Y4C4I2PAQFLQEVARQJGECB27WBTI3R3R","Mac OS X 10.6.8 Quartz PDFContext","Acrobat PDFMaker 10.1 for Word","Mac OS X 10.6.8 Quartz PDFContext","MacOS_X_Quartz","output/by_producer/Mac OS X 10.6.8 Quartz PDFContext/Y4C4I2PAQFLQEVARQJGECB27WBTI3R3R_pre.pdf","output/by_producer/Mac OS X 10.6.8 Quartz PDFContext/Y4C4I2PAQFLQEVARQJGECB27WBTI3R3R_post.pdf"
"37WOUPCWLZGR4AFDBNNHKUHNTVLYXVLD","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Excel","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/37WOUPCWLZGR4AFDBNNHKUHNTVLYXVLD_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/37WOUPCWLZGR4AFDBNNHKUHNTVLYXVLD_post.pdf"
"CFE2FFPB3TDJ3H3QARTMXDZMY5KWEXF5","Acrobat PDFWriter 4.05 for Windows NT","whitepaper.4.28.03 - Microsoft Word","Acrobat PDFWriter 4.05 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.05 for Windows NT/CFE2FFPB3TDJ3H3QARTMXDZMY5KWEXF5_pre.pdf","output/by_producer/Acrobat PDFWriter 4.05 for Windows NT/CFE2FFPB3TDJ3H3QARTMXDZMY5KWEXF5_post.pdf"
"POX3CR2EUHMC7IPGDNEHNTQOAV2ZQLHR","Acrobat Distiller 8.1.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/POX3CR2EUHMC7IPGDNEHNTQOAV2ZQLHR_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/POX3CR2EUHMC7IPGDNEHNTQOAV2ZQLHR_post.pdf"
"GXN6NIJAPDVKETP2WCAL523Z6OESGKDD","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/GXN6NIJAPDVKETP2WCAL523Z6OESGKDD_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/GXN6NIJAPDVKETP2WCAL523Z6OESGKDD_post.pdf"
"7YLE2QQTJK2HP5N2PUSAA3IKH662U3Y6","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/7YLE2QQTJK2HP5N2PUSAA3IKH662U3Y6_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/7YLE2QQTJK2HP5N2PUSAA3IKH662U3Y6_post.pdf"
"WXURHXHVCOCL3XIN4PFUPT2OGYFIXYR5","TypeReader 6.0 Professional","ExperVision","TypeReader 6.0 Professional","Unknown","output/by_producer/TypeReader 6.0 Professional/WXURHXHVCOCL3XIN4PFUPT2OGYFIXYR5_pre.pdf","output/by_producer/TypeReader 6.0 Professional/WXURHXHVCOCL3XIN4PFUPT2OGYFIXYR5_post.pdf"
"AMUVMXBOGLM4XL5MLD7IPQDEPKAQB63X","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/AMUVMXBOGLM4XL5MLD7IPQDEPKAQB63X_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/AMUVMXBOGLM4XL5MLD7IPQDEPKAQB63X_post.pdf"
"WYEYQIJLZUN467X4ATTAXA2FIUYL2C3T","Acrobat Distiller 5.0.5 (Windows)","Acrobat PDFMaker 5.0 for Word","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/WYEYQIJLZUN467X4ATTAXA2FIUYL2C3T_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/WYEYQIJLZUN467X4ATTAXA2FIUYL2C3T_post.pdf"
"ZZLARWOCNXAHCS25AGWDA2UPFRV3G6TU","Acrobat Distiller 7.0 (Windows)","Adobe PageMaker 7.0","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/ZZLARWOCNXAHCS25AGWDA2UPFRV3G6TU_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/ZZLARWOCNXAHCS25AGWDA2UPFRV3G6TU_post.pdf"
"POEHMIOJYP5KQX64LWVXOXS7I5QYW3UB","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/POEHMIOJYP5KQX64LWVXOXS7I5QYW3UB_pre.pdf","output/by_producer/Unknown producer/POEHMIOJYP5KQX64LWVXOXS7I5QYW3UB_post.pdf"
"XWYFIMBSF3TJJ7V3MIWFQYMAU35O6FTW","Acrobat PDFWriter 4.05 for Power Macintosh","Microsoft Word","Acrobat PDFWriter 4.05 for Power Macintosh","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.05 for Power Macintosh/XWYFIMBSF3TJJ7V3MIWFQYMAU35O6FTW_pre.pdf","output/by_producer/Acrobat PDFWriter 4.05 for Power Macintosh/XWYFIMBSF3TJJ7V3MIWFQYMAU35O6FTW_post.pdf"
"JOANY6YW3IYN75OYEU7X3JEXQQAJPEUP","Acrobat Distiller 5.0.5 (Windows)","-","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/JOANY6YW3IYN75OYEU7X3JEXQQAJPEUP_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/JOANY6YW3IYN75OYEU7X3JEXQQAJPEUP_post.pdf"
"OBI2XUM4RBMFJ5BZBOISYPRMFKGAFNLW","Acrobat Distiller 5.0.5 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/OBI2XUM4RBMFJ5BZBOISYPRMFKGAFNLW_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/OBI2XUM4RBMFJ5BZBOISYPRMFKGAFNLW_post.pdf"
"3KYS5FP4VPQMHQKSV6PY3UOXQILNMOPO","Acrobat PDFWriter 3.0 for Windows","A:CHATHAM.MA","Acrobat PDFWriter 3.0 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.0 for Windows/3KYS5FP4VPQMHQKSV6PY3UOXQILNMOPO_pre.pdf","output/by_producer/Acrobat PDFWriter 3.0 for Windows/3KYS5FP4VPQMHQKSV6PY3UOXQILNMOPO_post.pdf"
"3OHZBJVNLM4IAL6GLY3AKUQIVCNLPJLO","PD4ML. HTML to PDF Converter for Java","PD4ML. HTML to PDF Converter for Java","PD4ML. HTML to PDF Converter for Java","PD4ML","output/by_producer/PD4ML. HTML to PDF Converter for Java/3OHZBJVNLM4IAL6GLY3AKUQIVCNLPJLO_pre.pdf","output/by_producer/PD4ML. HTML to PDF Converter for Java/3OHZBJVNLM4IAL6GLY3AKUQIVCNLPJLO_post.pdf"
"ETHSNCYBMUXLZLAAB6PZK2GIO2E7ZEXK","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ETHSNCYBMUXLZLAAB6PZK2GIO2E7ZEXK_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/ETHSNCYBMUXLZLAAB6PZK2GIO2E7ZEXK_post.pdf"
"H65TKD4D2Z32SZHRLYLOHIMM25T4C5S3","Acrobat Distiller 8.2.3 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 8.2.3 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.2.3 (Windows)/H65TKD4D2Z32SZHRLYLOHIMM25T4C5S3_pre.pdf","output/by_producer/Acrobat Distiller 8.2.3 (Windows)/H65TKD4D2Z32SZHRLYLOHIMM25T4C5S3_post.pdf"
"G7GQJSD3U6NDHK7ARFEAMSCRRBPN7S5D","activePDF Server","Server http://www.activepdf.com","activePDF Server","Unknown","output/by_producer/activePDF Server/G7GQJSD3U6NDHK7ARFEAMSCRRBPN7S5D_pre.pdf","output/by_producer/activePDF Server/G7GQJSD3U6NDHK7ARFEAMSCRRBPN7S5D_post.pdf"
"CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6","Acrobat PDFWriter 5.0 for Windows NT","WordPerfect 12 - [G:\CRORDERS\J\Jones_Larry\Jones suppression R&R.wpd]","Acrobat PDFWriter 5.0 for Windows NT","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6_pre.pdf","output/by_producer/Acrobat PDFWriter 5.0 for Windows NT/CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6_post.pdf"
"OHTNKYOXYDGU2LJ65NZHLLFUCLSNEGNU","Acrobat Distiller 9.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/OHTNKYOXYDGU2LJ65NZHLLFUCLSNEGNU_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/OHTNKYOXYDGU2LJ65NZHLLFUCLSNEGNU_post.pdf"
"YBADYKBNS5RN7M3CAMP75XV6Y2DQH2U6","Acrobat Distiller 5.0.5 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/YBADYKBNS5RN7M3CAMP75XV6Y2DQH2U6_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/YBADYKBNS5RN7M3CAMP75XV6Y2DQH2U6_post.pdf"
"BI5TFHTLJDOJCIYTD6D2PM5OBALKZ4QX","PDFlib+PDI 7.0.4 (Win32)","Arbortext 5.4","PDFlib+PDI 7.0.4 (Win32)","PDFlib_PDI","output/by_producer/PDFlib+PDI 7.0.4 (Win32)/BI5TFHTLJDOJCIYTD6D2PM5OBALKZ4QX_pre.pdf","output/by_producer/PDFlib+PDI 7.0.4 (Win32)/BI5TFHTLJDOJCIYTD6D2PM5OBALKZ4QX_post.pdf"
"POKED5F2QVX266ONHVMGK7AGDJDU7OYQ","Microsoft® Word 2010","Microsoft® Word 2010","Microsoft® Word 2010","Microsoft_Office","output/by_producer/Microsoft® Word 2010/POKED5F2QVX266ONHVMGK7AGDJDU7OYQ_pre.pdf","output/by_producer/Microsoft® Word 2010/POKED5F2QVX266ONHVMGK7AGDJDU7OYQ_post.pdf"
"FOCUMOSF3I3TKMLBTGIAMN4HZRA6OBPT","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/FOCUMOSF3I3TKMLBTGIAMN4HZRA6OBPT_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/FOCUMOSF3I3TKMLBTGIAMN4HZRA6OBPT_post.pdf"
"GHHN226SIBRDZ5Y52XT5WBU2Y6HS4C6P","Unknown producer","Google","Unknown producer","Unknown","output/by_producer/Unknown producer/GHHN226SIBRDZ5Y52XT5WBU2Y6HS4C6P_pre.pdf","output/by_producer/Unknown producer/GHHN226SIBRDZ5Y52XT5WBU2Y6HS4C6P_post.pdf"
"DROYHKJATHTGQRNXG6PEDVKVXILMNNET","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/DROYHKJATHTGQRNXG6PEDVKVXILMNNET_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/DROYHKJATHTGQRNXG6PEDVKVXILMNNET_post.pdf"
"V43BBGOXKQVDHJ3ICAOI3APQSTRGNTKB","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/V43BBGOXKQVDHJ3ICAOI3APQSTRGNTKB_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/V43BBGOXKQVDHJ3ICAOI3APQSTRGNTKB_post.pdf"
"R7RUWIVERCT2LRQCIKTTVL3SXF4P4HEP","MFPImgLib V3.0","TOSHIBA e-STUDIO353","MFPImgLib V3.0","Unknown","output/by_producer/MFPImgLib V3.0/R7RUWIVERCT2LRQCIKTTVL3SXF4P4HEP_pre.pdf","output/by_producer/MFPImgLib V3.0/R7RUWIVERCT2LRQCIKTTVL3SXF4P4HEP_post.pdf"
"BYAGGYJAJF54MOS44JDLAZJZ2CJNQXNH","Acrobat Distiller 7.0.5 (Windows)","Acrobat PDFMaker 7.0.5 for Word","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/BYAGGYJAJF54MOS44JDLAZJZ2CJNQXNH_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/BYAGGYJAJF54MOS44JDLAZJZ2CJNQXNH_post.pdf"
"JBHIRIZUQZPQ57WERXLX567KMHIZQQG7","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/JBHIRIZUQZPQ57WERXLX567KMHIZQQG7_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/JBHIRIZUQZPQ57WERXLX567KMHIZQQG7_post.pdf"
"LDLCDEPVQ225ADIF33NSEBYX3Z3AE4TX","Artifex Ghostscript 8.54","MATLAB, The MathWorks, Inc. Version 8.1.0.604 (R2013a). Operating System: Linux 2.6.32-504.23.4.el6.x86_64 #1 SMP Fri May 29 10:16:43 EDT 2015 x86_64.","Artifex Ghostscript 8.54","Ghostscript","output/by_producer/Artifex Ghostscript 8.54/LDLCDEPVQ225ADIF33NSEBYX3Z3AE4TX_pre.pdf","output/by_producer/Artifex Ghostscript 8.54/LDLCDEPVQ225ADIF33NSEBYX3Z3AE4TX_post.pdf"
"Z3WZ7DRI3LWQUHWWRHOMKHBF3A5L4NTD","Acrobat PDFWriter 3.02 for Windows","Message","Acrobat PDFWriter 3.02 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 3.02 for Windows/Z3WZ7DRI3LWQUHWWRHOMKHBF3A5L4NTD_pre.pdf","output/by_producer/Acrobat PDFWriter 3.02 for Windows/Z3WZ7DRI3LWQUHWWRHOMKHBF3A5L4NTD_post.pdf"
"SCXLRF5DK4NDSP4RXGJFZJMY5D6BK7MY","sspdflib 1.0 http://www.scansoft.com","PaperPort http://www.scansoft.com","sspdflib 1.0 http___www.scansoft.com","Unknown","output/by_producer/sspdflib 1.0 http___www.scansoft.com/SCXLRF5DK4NDSP4RXGJFZJMY5D6BK7MY_pre.pdf","output/by_producer/sspdflib 1.0 http___www.scansoft.com/SCXLRF5DK4NDSP4RXGJFZJMY5D6BK7MY_post.pdf"
"QU4F5C3GPRUAV463D7PN5NXHKFCWJETA","Acrobat Distiller 8.0.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 8.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/QU4F5C3GPRUAV463D7PN5NXHKFCWJETA_pre.pdf","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/QU4F5C3GPRUAV463D7PN5NXHKFCWJETA_post.pdf"
"XKCHYHXJXXWHZHTFNEIMA4IJZSXJSLLZ","Acrobat Distiller 8.0.0 (Windows)","Acrobat PDFMaker 8.0 for Word","Acrobat Distiller 8.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/XKCHYHXJXXWHZHTFNEIMA4IJZSXJSLLZ_pre.pdf","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/XKCHYHXJXXWHZHTFNEIMA4IJZSXJSLLZ_post.pdf"
"6MVFNNKY5VH3TCVPVECRH6YBKKZQMUFA","Adobe Acrobat 7.0 Paper Capture Plug-in","Adobe Acrobat 7.0","Adobe Acrobat 7.0 Paper Capture Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 7.0 Paper Capture Plug-in/6MVFNNKY5VH3TCVPVECRH6YBKKZQMUFA_pre.pdf","output/by_producer/Adobe Acrobat 7.0 Paper Capture Plug-in/6MVFNNKY5VH3TCVPVECRH6YBKKZQMUFA_post.pdf"
