digest,producer,creator,producer_folder,class,pre_path,post_path
"ZDFWMKCHQYHS6FUNM6VG6IBZUGFGRP2Z","ComponentOne PDF Generator 8.0","-","ComponentOne PDF Generator 8.0","Unknown","output/by_producer/ComponentOne PDF Generator 8.0/ZDFWMKCHQYHS6FUNM6VG6IBZUGFGRP2Z_pre.pdf","output/by_producer/ComponentOne PDF Generator 8.0/ZDFWMKCHQYHS6FUNM6VG6IBZUGFGRP2Z_post.pdf"
"KJRNBHQZEAPZL7FXVKBGPEN45LKGPLGM","Apache FOP Version 0.94","-","Apache FOP Version 0.94","Unknown","output/by_producer/Apache FOP Version 0.94/KJRNBHQZEAPZL7FXVKBGPEN45LKGPLGM_pre.pdf","output/by_producer/Apache FOP Version 0.94/KJRNBHQZEAPZL7FXVKBGPEN45LKGPLGM_post.pdf"
"APSZJI6LK7RTS54T7IXF4JHQFEOPNCCZ","Acrobat Distiller 6.0 (Windows)","PScript5.dll Version 5.2","Acrobat Distiller 6.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0 (Windows)/APSZJI6LK7RTS54T7IXF4JHQFEOPNCCZ_pre.pdf","output/by_producer/Acrobat Distiller 6.0 (Windows)/APSZJI6LK7RTS54T7IXF4JHQFEOPNCCZ_post.pdf"
"BTV7FPFDLIGZEEUQ3ODJ2J7BJ57HJXTG","libtiff / tiff2pdf - 20100615","-","libtiff _ tiff2pdf - 20100615","libtiff_tiff2pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/BTV7FPFDLIGZEEUQ3ODJ2J7BJ57HJXTG_pre.pdf","output/by_producer/libtiff _ tiff2pdf - 20100615/BTV7FPFDLIGZEEUQ3ODJ2J7BJ57HJXTG_post.pdf"
"4ADSQBDDIAH74AABB7OJ4AP5ZVHU7QIF","5,0,0,296","I.R.I.S.","5,0,0,296","Unknown","output/by_producer/5,0,0,296/4ADSQBDDIAH74AABB7OJ4AP5ZVHU7QIF_pre.pdf","output/by_producer/5,0,0,296/4ADSQBDDIAH74AABB7OJ4AP5ZVHU7QIF_post.pdf"
"LYCCADK4R374ZC4R4ROO5VZSQLHW4RPQ","Acrobat Distiller 8.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 8.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/LYCCADK4R374ZC4R4ROO5VZSQLHW4RPQ_pre.pdf","output/by_producer/Acrobat Distiller 8.0.0 (Windows)/LYCCADK4R374ZC4R4ROO5VZSQLHW4RPQ_post.pdf"
"IYUNRQPMTREBOTPIQVJVWLOXDYVFY7PH","Adobe PDF Library 9.0","Adobe InDesign CS4 (6.0)","Adobe PDF Library 9.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 9.0/IYUNRQPMTREBOTPIQVJVWLOXDYVFY7PH_pre.pdf","output/by_producer/Adobe PDF Library 9.0/IYUNRQPMTREBOTPIQVJVWLOXDYVFY7PH_post.pdf"
"YPJGTPONABVA34PNQIGXTGYHOH4IIROZ","Acrobat Distiller 4.0 for Windows","AdobePS5.dll Version 5.0.1","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/YPJGTPONABVA34PNQIGXTGYHOH4IIROZ_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/YPJGTPONABVA34PNQIGXTGYHOH4IIROZ_post.pdf"
"W6DBVMTHBXFF4YFGTJVKRJAR2LFCJRI2","Acrobat Distiller 6.0.1 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 6.0.1 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/W6DBVMTHBXFF4YFGTJVKRJAR2LFCJRI2_pre.pdf","output/by_producer/Acrobat Distiller 6.0.1 (Windows)/W6DBVMTHBXFF4YFGTJVKRJAR2LFCJRI2_post.pdf"
"F5H4P3SVLYMD7CM2HIICOSAGODB6N3JT","iText 1.4 (by lowagie.com)","-","iText 1.4 (by lowagie.com)","iText","output/by_producer/iText 1.4 (by lowagie.com)/F5H4P3SVLYMD7CM2HIICOSAGODB6N3JT_pre.pdf","output/by_producer/iText 1.4 (by lowagie.com)/F5H4P3SVLYMD7CM2HIICOSAGODB6N3JT_post.pdf"
"MZRWQI7HD6SSDT2AQTG7FN73WTASIU6X","Corel PDF Engine Version 11.2.0.602","Print Server 120","Corel PDF Engine Version 11.2.0.602","Corel_PDF_Engine","output/by_producer/Corel PDF Engine Version 11.2.0.602/MZRWQI7HD6SSDT2AQTG7FN73WTASIU6X_pre.pdf","output/by_producer/Corel PDF Engine Version 11.2.0.602/MZRWQI7HD6SSDT2AQTG7FN73WTASIU6X_post.pdf"
"VOFCKLPGMEN2Y5ZHMM7S6TQ3C6Y5FEWN","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/VOFCKLPGMEN2Y5ZHMM7S6TQ3C6Y5FEWN_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/VOFCKLPGMEN2Y5ZHMM7S6TQ3C6Y5FEWN_post.pdf"
"EHKVBSEBX33HSCZP2YGBOAAGM4WPMRL2","Acrobat PDFWriter 4.05 for Windows","B_TOTALX.WK4","Acrobat PDFWriter 4.05 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.05 for Windows/EHKVBSEBX33HSCZP2YGBOAAGM4WPMRL2_pre.pdf","output/by_producer/Acrobat PDFWriter 4.05 for Windows/EHKVBSEBX33HSCZP2YGBOAAGM4WPMRL2_post.pdf"
"PVG2YQXZ3BYEDVLQ3JGB5JXXYWWQ327E","Acrobat Net Distiller 1.0 for Windows","-","Acrobat Net Distiller 1.0 for Windows","Acrobat_Net_Distiller","output/by_producer/Acrobat Net Distiller 1.0 for Windows/PVG2YQXZ3BYEDVLQ3JGB5JXXYWWQ327E_pre.pdf","output/by_producer/Acrobat Net Distiller 1.0 for Windows/PVG2YQXZ3BYEDVLQ3JGB5JXXYWWQ327E_post.pdf"
"BOH4KJMMRAVVCOH7QURXB6OI54ZHSFSX","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/BOH4KJMMRAVVCOH7QURXB6OI54ZHSFSX_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/BOH4KJMMRAVVCOH7QURXB6OI54ZHSFSX_post.pdf"
"672YOEHR4MIARPSZVTI7ERPCKKA3FNIY","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/672YOEHR4MIARPSZVTI7ERPCKKA3FNIY_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/672YOEHR4MIARPSZVTI7ERPCKKA3FNIY_post.pdf"
"RBQS77ZEQXZZN5PHJPGI4PI4XB3ANVBB","Acrobat Distiller 8.2.6 (Windows)","Acrobat PDFMaker 8.1 for PowerPoint","Acrobat Distiller 8.2.6 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.2.6 (Windows)/RBQS77ZEQXZZN5PHJPGI4PI4XB3ANVBB_pre.pdf","output/by_producer/Acrobat Distiller 8.2.6 (Windows)/RBQS77ZEQXZZN5PHJPGI4PI4XB3ANVBB_post.pdf"
"XGGSDGFBFOJ2GAT5CWQVQOO6N3PDMSGP","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/XGGSDGFBFOJ2GAT5CWQVQOO6N3PDMSGP_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/XGGSDGFBFOJ2GAT5CWQVQOO6N3PDMSGP_post.pdf"
"PBRTEXYSUIMW5CIBMCG6PETQ5MICKEQH","ComponentOne PDF Generator 8.0","-","ComponentOne PDF Generator 8.0","Unknown","output/by_producer/ComponentOne PDF Generator 8.0/PBRTEXYSUIMW5CIBMCG6PETQ5MICKEQH_pre.pdf","output/by_producer/ComponentOne PDF Generator 8.0/PBRTEXYSUIMW5CIBMCG6PETQ5MICKEQH_post.pdf"
"SFF6OU2N7INH3UGAKC4QLCTJU2VZK7WM","Unknown producer","HP 9100C Digital Sender","Unknown producer","Unknown","output/by_producer/Unknown producer/SFF6OU2N7INH3UGAKC4QLCTJU2VZK7WM_pre.pdf","output/by_producer/Unknown producer/SFF6OU2N7INH3UGAKC4QLCTJU2VZK7WM_post.pdf"
"XXZGBTO7DJBJ476EV6TWS6YH62WUYQU2","Acrobat Distiller 4.05 for Macintosh","-","Acrobat Distiller 4.05 for Macintosh","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.05 for Macintosh/XXZGBTO7DJBJ476EV6TWS6YH62WUYQU2_pre.pdf","output/by_producer/Acrobat Distiller 4.05 for Macintosh/XXZGBTO7DJBJ476EV6TWS6YH62WUYQU2_post.pdf"
"35REBWQXW3JLUKC6DAANAQ2P3RI5B6A6","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/35REBWQXW3JLUKC6DAANAQ2P3RI5B6A6_pre.pdf","output/by_producer/Unknown producer/35REBWQXW3JLUKC6DAANAQ2P3RI5B6A6_post.pdf"
"ZRLDRES3WQDNUZBVIGADP5JISMEUTD5C","Microsoft® PowerPoint® 2013","Microsoft® PowerPoint® 2013","Microsoft® PowerPoint® 2013","Microsoft_Office","output/by_producer/Microsoft® PowerPoint® 2013/ZRLDRES3WQDNUZBVIGADP5JISMEUTD5C_pre.pdf","output/by_producer/Microsoft® PowerPoint® 2013/ZRLDRES3WQDNUZBVIGADP5JISMEUTD5C_post.pdf"
"EKYCT6JDYSVHCFQPJSCTM7VEB5GEUPWR","Adobe LiveCycle Designer ES 8.2","Adobe LiveCycle Designer ES 8.2","Adobe LiveCycle Designer ES 8.2","Unknown","output/by_producer/Adobe LiveCycle Designer ES 8.2/EKYCT6JDYSVHCFQPJSCTM7VEB5GEUPWR_pre.pdf","output/by_producer/Adobe LiveCycle Designer ES 8.2/EKYCT6JDYSVHCFQPJSCTM7VEB5GEUPWR_post.pdf"
"6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK","Acrobat 5.0 Scan Plug-in for Windows","Acrobat 5.0 Paper Capture Plug-in for Windows","Acrobat 5.0 Scan Plug-in for Windows","Capture_Scan_Plugins","output/by_producer/Acrobat 5.0 Scan Plug-in for Windows/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK_pre.pdf","output/by_producer/Acrobat 5.0 Scan Plug-in for Windows/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK_post.pdf"
"QRWUEJ3NLZCZOXL2HTG2KMRCA6O42IG5","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/QRWUEJ3NLZCZOXL2HTG2KMRCA6O42IG5_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/QRWUEJ3NLZCZOXL2HTG2KMRCA6O42IG5_post.pdf"
"5LSCLZ4YEU5LZUAPARZB6QKKYSPSLW26","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/5LSCLZ4YEU5LZUAPARZB6QKKYSPSLW26_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/5LSCLZ4YEU5LZUAPARZB6QKKYSPSLW26_post.pdf"
"46KXLWATPXX7EE6CIIN3H4KUPVN3RX75","Acrobat Distiller 7.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/46KXLWATPXX7EE6CIIN3H4KUPVN3RX75_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/46KXLWATPXX7EE6CIIN3H4KUPVN3RX75_post.pdf"
"WI2VFTXLXSXQKDIARAOUUVVHAWB2UQT2","Acrobat Distiller 9.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/WI2VFTXLXSXQKDIARAOUUVVHAWB2UQT2_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/WI2VFTXLXSXQKDIARAOUUVVHAWB2UQT2_post.pdf"
"PVW3BCYZZQIFEHTAV4LFTP25PEF7ZF2E","Acrobat Distiller 5.0.5 (Windows)","ACOMP.exe WinVer 1b43 jul 14 2003","Acrobat Distiller 5.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/PVW3BCYZZQIFEHTAV4LFTP25PEF7ZF2E_pre.pdf","output/by_producer/Acrobat Distiller 5.0.5 (Windows)/PVW3BCYZZQIFEHTAV4LFTP25PEF7ZF2E_post.pdf"
"TS4MM5OXQXRQD6PMXRTRS3INCBAMAXCO","Adobe PDF Library 7.0","Adobe InDesign CS2 (4.0)","Adobe PDF Library 7.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 7.0/TS4MM5OXQXRQD6PMXRTRS3INCBAMAXCO_pre.pdf","output/by_producer/Adobe PDF Library 7.0/TS4MM5OXQXRQD6PMXRTRS3INCBAMAXCO_post.pdf"
"TTIW4RPBGSA7VUIZ6FAJFB3VIYGDENLI","Powered By Crystal","Crystal Reports","Powered By Crystal","Unknown","output/by_producer/Powered By Crystal/TTIW4RPBGSA7VUIZ6FAJFB3VIYGDENLI_pre.pdf","output/by_producer/Powered By Crystal/TTIW4RPBGSA7VUIZ6FAJFB3VIYGDENLI_post.pdf"
"QQ3PAME5WNXC55BB7PSNV3NRG375VYE4","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft® Office Word 2007","Microsoft_Office","output/by_producer/Microsoft® Office Word 2007/QQ3PAME5WNXC55BB7PSNV3NRG375VYE4_pre.pdf","output/by_producer/Microsoft® Office Word 2007/QQ3PAME5WNXC55BB7PSNV3NRG375VYE4_post.pdf"
"TD2LH5WWPKTV5W3X3BV3EUBJJ24GCTZ2","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/TD2LH5WWPKTV5W3X3BV3EUBJJ24GCTZ2_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/TD2LH5WWPKTV5W3X3BV3EUBJJ24GCTZ2_post.pdf"
"OGOIOJCYO3VA7JT3K5N3OVKM4PB2BF7K","Unknown producer","Hewlett Packard MFP","Unknown producer","Unknown","output/by_producer/Unknown producer/OGOIOJCYO3VA7JT3K5N3OVKM4PB2BF7K_pre.pdf","output/by_producer/Unknown producer/OGOIOJCYO3VA7JT3K5N3OVKM4PB2BF7K_post.pdf"
"A6DZXB7GJCZULMSWOVPHR6WR6FRXNRAN","Acrobat Distiller 7.0.5 (Windows)","Acrobat PDFMaker 7.0.7 for Word","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/A6DZXB7GJCZULMSWOVPHR6WR6FRXNRAN_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/A6DZXB7GJCZULMSWOVPHR6WR6FRXNRAN_post.pdf"
"5EAVIV25ANDVUI4BBJQE6S5KDAECENZZ","Corel PDF Engine Version 11.4.0.100","PrintServer130","Corel PDF Engine Version 11.4.0.100","Corel_PDF_Engine","output/by_producer/Corel PDF Engine Version 11.4.0.100/5EAVIV25ANDVUI4BBJQE6S5KDAECENZZ_pre.pdf","output/by_producer/Corel PDF Engine Version 11.4.0.100/5EAVIV25ANDVUI4BBJQE6S5KDAECENZZ_post.pdf"
"TYLWGSX5OYKE27DHTQXUJTBMKMHMKY3B","Acrobat Distiller 5.0 (Windows)","Acrobat PDFMaker 5.0 for Word","Acrobat Distiller 5.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 5.0 (Windows)/TYLWGSX5OYKE27DHTQXUJTBMKMHMKY3B_pre.pdf","output/by_producer/Acrobat Distiller 5.0 (Windows)/TYLWGSX5OYKE27DHTQXUJTBMKMHMKY3B_post.pdf"
"BCUX3MK6IP7A6DWNH2ORKIO2PECOXJDO","Unknown producer","-","Unknown producer","Unknown","output/by_producer/Unknown producer/BCUX3MK6IP7A6DWNH2ORKIO2PECOXJDO_pre.pdf","output/by_producer/Unknown producer/BCUX3MK6IP7A6DWNH2ORKIO2PECOXJDO_post.pdf"
"ZG4LEUW7PZHS3KKJS6YEPD3F6MV2G3HH","Adobe Acrobat 8.12 Image Conversion Plug-in","Adobe Acrobat 8.12","Adobe Acrobat 8.12 Image Conversion Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 8.12 Image Conversion Plug-in/ZG4LEUW7PZHS3KKJS6YEPD3F6MV2G3HH_pre.pdf","output/by_producer/Adobe Acrobat 8.12 Image Conversion Plug-in/ZG4LEUW7PZHS3KKJS6YEPD3F6MV2G3HH_post.pdf"
"ON2LIHQQ5QFF6JIQGMUDF7ALYUDKTTV6","Adobe Acrobat 8.12 Image Conversion Plug-in","Adobe Acrobat 8.12","Adobe Acrobat 8.12 Image Conversion Plug-in","Capture_Scan_Plugins","output/by_producer/Adobe Acrobat 8.12 Image Conversion Plug-in/ON2LIHQQ5QFF6JIQGMUDF7ALYUDKTTV6_pre.pdf","output/by_producer/Adobe Acrobat 8.12 Image Conversion Plug-in/ON2LIHQQ5QFF6JIQGMUDF7ALYUDKTTV6_post.pdf"
"KAX2V43VIPOF5R7SL2YYD2JQFRQCPWQ5","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/KAX2V43VIPOF5R7SL2YYD2JQFRQCPWQ5_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/KAX2V43VIPOF5R7SL2YYD2JQFRQCPWQ5_post.pdf"
"JX4QV4DIXVXTDI737KSBDD7U3WHIGNWL","Unknown producer","CCS docWORKS/METAe Version 6.3-0","Unknown producer","Unknown","output/by_producer/Unknown producer/JX4QV4DIXVXTDI737KSBDD7U3WHIGNWL_pre.pdf","output/by_producer/Unknown producer/JX4QV4DIXVXTDI737KSBDD7U3WHIGNWL_post.pdf"
"FIFBHNNBJDHSCZYQOIS2APXAA2IWIHK5","Acrobat Distiller 4.0 for Windows","Microsoft Word 9.0","Acrobat Distiller 4.0 for Windows","Acrobat_Distiller","output/by_producer/Acrobat Distiller 4.0 for Windows/FIFBHNNBJDHSCZYQOIS2APXAA2IWIHK5_pre.pdf","output/by_producer/Acrobat Distiller 4.0 for Windows/FIFBHNNBJDHSCZYQOIS2APXAA2IWIHK5_post.pdf"
"TZSZSGZVI7P44AUKHWEPGY3OVXOFWVPW","iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)","-","iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)","iText","output/by_producer/iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)/TZSZSGZVI7P44AUKHWEPGY3OVXOFWVPW_pre.pdf","output/by_producer/iText® 5.5.0 ©2000-2013 iText Group NV (AGPL-version)/TZSZSGZVI7P44AUKHWEPGY3OVXOFWVPW_post.pdf"
"X5LYOK62EFBFVPNGADYEJUVEZJTZDHMC","Acrobat PDFWriter 4.0 for Windows","Microsoft Word - 3650s1a.doc","Acrobat PDFWriter 4.0 for Windows","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 4.0 for Windows/X5LYOK62EFBFVPNGADYEJUVEZJTZDHMC_pre.pdf","output/by_producer/Acrobat PDFWriter 4.0 for Windows/X5LYOK62EFBFVPNGADYEJUVEZJTZDHMC_post.pdf"
"QSPE3BHAI3DOO552RNZ5WXPJVIWAZ4LT","iText 2.1.4 (by lowagie.com)","-","iText 2.1.4 (by lowagie.com)","iText","output/by_producer/iText 2.1.4 (by lowagie.com)/QSPE3BHAI3DOO552RNZ5WXPJVIWAZ4LT_pre.pdf","output/by_producer/iText 2.1.4 (by lowagie.com)/QSPE3BHAI3DOO552RNZ5WXPJVIWAZ4LT_post.pdf"
"SMLSJMKRNAOZZQNGBSDINWG77B4OO535","MFPImgLib V1.0","TOSHIBA e-STUDIO2330C","MFPImgLib V1.0","Unknown","output/by_producer/MFPImgLib V1.0/SMLSJMKRNAOZZQNGBSDINWG77B4OO535_pre.pdf","output/by_producer/MFPImgLib V1.0/SMLSJMKRNAOZZQNGBSDINWG77B4OO535_post.pdf"
"MFDBEUJHJSM7EYXX7SA6GULFWNIDHE5Q","CVISION Technologies","CVISION Technologies","CVISION Technologies","Unknown","output/by_producer/CVISION Technologies/MFDBEUJHJSM7EYXX7SA6GULFWNIDHE5Q_pre.pdf","output/by_producer/CVISION Technologies/MFDBEUJHJSM7EYXX7SA6GULFWNIDHE5Q_post.pdf"
"O4Z3IEED7ROYYCKDRARK2BBHSZGR4M5Y","Neevia PDFcompress v3.3 (http://neeviaPDF.com)","QuarkXPress: pictwpstops filter 1.0","Neevia PDFcompress v3.3 (http___neeviaPDF.com)","Unknown","output/by_producer/Neevia PDFcompress v3.3 (http___neeviaPDF.com)/O4Z3IEED7ROYYCKDRARK2BBHSZGR4M5Y_pre.pdf","output/by_producer/Neevia PDFcompress v3.3 (http___neeviaPDF.com)/O4Z3IEED7ROYYCKDRARK2BBHSZGR4M5Y_post.pdf"
"ULCLOMI3UKLP64SCVDH4CHNACUNJWMNC","iText 2.1.0 (by lowagie.com)","-","iText 2.1.0 (by lowagie.com)","iText","output/by_producer/iText 2.1.0 (by lowagie.com)/ULCLOMI3UKLP64SCVDH4CHNACUNJWMNC_pre.pdf","output/by_producer/iText 2.1.0 (by lowagie.com)/ULCLOMI3UKLP64SCVDH4CHNACUNJWMNC_post.pdf"
"OGSA4IWZYF53JIBKQTNJ66QCBGV7EKR7","Adobe PDF Library 4.0","Acrobat Capture 3.0","Adobe PDF Library 4.0","Adobe_PDF_Library","output/by_producer/Adobe PDF Library 4.0/OGSA4IWZYF53JIBKQTNJ66QCBGV7EKR7_pre.pdf","output/by_producer/Adobe PDF Library 4.0/OGSA4IWZYF53JIBKQTNJ66QCBGV7EKR7_post.pdf"
"AJUCXMX47JIFDGYJLPX5YLA7W3N4IXSV","Acrobat Distiller 9.3.0 (Windows)","Acrobat PDFMaker 9.1 for Word","Acrobat Distiller 9.3.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.3.0 (Windows)/AJUCXMX47JIFDGYJLPX5YLA7W3N4IXSV_pre.pdf","output/by_producer/Acrobat Distiller 9.3.0 (Windows)/AJUCXMX47JIFDGYJLPX5YLA7W3N4IXSV_post.pdf"
"HH5OITTKV27JDKG7CZ3U2VNDB4VFEWWQ","Amyuni PDF Converter version 4.5.0.5","-","Amyuni PDF Converter version 4.5.0.5","Unknown","output/by_producer/Amyuni PDF Converter version 4.5.0.5/HH5OITTKV27JDKG7CZ3U2VNDB4VFEWWQ_pre.pdf","output/by_producer/Amyuni PDF Converter version 4.5.0.5/HH5OITTKV27JDKG7CZ3U2VNDB4VFEWWQ_post.pdf"
"VMAVPNCX4546X5JYE5USJNJDWXJKFQOL","TCPDF 2.5.000_PHP4 (http://www.tcpdf.org)","Joomla! 1.5 - Open Source Content Management","TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)","TCPDF","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/VMAVPNCX4546X5JYE5USJNJDWXJKFQOL_pre.pdf","output/by_producer/TCPDF 2.5.000_PHP4 (http___www.tcpdf.org)/VMAVPNCX4546X5JYE5USJNJDWXJKFQOL_post.pdf"
"KIUEITSZRTECBD2K3QVN45QGYG2VIQFS","Acrobat PDFWriter 2.0 for Macintosh","Microsoft Word","Acrobat PDFWriter 2.0 for Macintosh","Acrobat_PDFWriter","output/by_producer/Acrobat PDFWriter 2.0 for Macintosh/KIUEITSZRTECBD2K3QVN45QGYG2VIQFS_pre.pdf","output/by_producer/Acrobat PDFWriter 2.0 for Macintosh/KIUEITSZRTECBD2K3QVN45QGYG2VIQFS_post.pdf"
"YQY6Q5J2VJISODMWOY4RTLVPDNNJABCT","Acrobat Distiller 8.1.0 (Windows)","Acrobat PDFMaker 8.1 for Word","Acrobat Distiller 8.1.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/YQY6Q5J2VJISODMWOY4RTLVPDNNJABCT_pre.pdf","output/by_producer/Acrobat Distiller 8.1.0 (Windows)/YQY6Q5J2VJISODMWOY4RTLVPDNNJABCT_post.pdf"
"SG2PPB6KXHJHMFS4L6KBW7Y6CPOZGWJT","Acrobat Distiller 7.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 7.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0 (Windows)/SG2PPB6KXHJHMFS4L6KBW7Y6CPOZGWJT_pre.pdf","output/by_producer/Acrobat Distiller 7.0 (Windows)/SG2PPB6KXHJHMFS4L6KBW7Y6CPOZGWJT_post.pdf"
"VJRDAXENL7KN3L7MPL2ARVWNE6YOL5PU","Acrobat Distiller 9.0.0 (Windows)","PScript5.dll Version 5.2.2","Acrobat Distiller 9.0.0 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/VJRDAXENL7KN3L7MPL2ARVWNE6YOL5PU_pre.pdf","output/by_producer/Acrobat Distiller 9.0.0 (Windows)/VJRDAXENL7KN3L7MPL2ARVWNE6YOL5PU_post.pdf"
"HCPCI34AEBKDUFDP442OTOL2AUGIG3BJ","Acrobat Distiller 7.0.5 (Windows)","Acrobat PDFMaker 7.0.7 for Word","Acrobat Distiller 7.0.5 (Windows)","Acrobat_Distiller","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/HCPCI34AEBKDUFDP442OTOL2AUGIG3BJ_pre.pdf","output/by_producer/Acrobat Distiller 7.0.5 (Windows)/HCPCI34AEBKDUFDP442OTOL2AUGIG3BJ_post.pdf"
"GTJF3FNLZ4ZXJPIJ4WDESMZ6DR3CTLSD","Acrobat Net Distiller 1.0 for Windows","-","Acrobat Net Distiller 1.0 for Windows","Acrobat_Net_Distiller","output/by_producer/Acrobat Net Distiller 1.0 for Windows/GTJF3FNLZ4ZXJPIJ4WDESMZ6DR3CTLSD_pre.pdf","output/by_producer/Acrobat Net Distiller 1.0 for Windows/GTJF3FNLZ4ZXJPIJ4WDESMZ6DR3CTLSD_post.pdf"
